server_id,timestamp,server_age_months,workload_type,cpu_temp_celsius,cpu_utilization_percent,memory_usage_percent,disk_io_ops_per_sec,network_throughput_mbps,fan_speed_rpm,power_draw_watts,disk_read_errors_24h,memory_errors_24h,failure_within_48h
server_497,2025-01-14 16:00:00,22,storage,60.1,5.0,48.7,409,428.3,2744,236.4,2,1,0
server_334,2025-01-14 17:00:00,54,database,51.9,56.8,59.8,546,222.3,3429,230.2,3,1,0
server_078,2025-01-14 18:00:00,29,storage,92.7,92.5,90.1,385,253.5,1838,259.5,21,11,1
server_069,2025-01-14 19:00:00,55,database,85.4,90.9,95.2,409,478.3,2229,276.0,24,9,1
server_026,2025-01-14 20:00:00,41,storage,57.7,18.1,49.9,276,402.2,2936,249.4,0,0,0
server_270,2025-01-14 21:00:00,36,web,60.1,73.8,39.9,351,475.8,3295,226.4,3,1,0
server_049,2025-01-14 22:00:00,52,compute,54.8,65.6,56.7,207,427.5,3707,170.7,1,2,0
server_291,2025-01-14 23:00:00,39,database,48.7,16.7,39.9,555,369.3,2631,298.6,4,1,0
server_246,2025-01-15 00:00:00,7,storage,61.1,41.4,85.7,510,219.8,2711,256.7,0,1,0
server_263,2025-01-15 01:00:00,47,database,55.3,48.2,38.1,519,152.7,3126,179.1,2,0,0
server_078,2025-01-15 02:00:00,8,database,92.1,94.4,93.3,428,379.8,1821,281.2,19,14,1
server_386,2025-01-15 03:00:00,35,compute,92.1,96.1,92.1,382,245.5,2088,283.1,23,11,1
server_189,2025-01-15 04:00:00,13,database,57.4,60.7,90.1,440,65.3,2771,225.7,2,0,0
server_046,2025-01-15 05:00:00,57,storage,48.4,43.6,68.8,415,343.7,2990,197.9,2,2,0
server_460,2025-01-15 06:00:00,12,web,58.4,57.2,71.9,531,323.2,2890,302.3,3,0,0
server_360,2025-01-15 07:00:00,17,web,48.8,17.6,39.5,867,169.8,3162,225.5,2,1,0
server_353,2025-01-15 08:00:00,24,compute,56.1,44.5,55.2,462,439.7,3281,132.2,2,2,0
server_471,2025-01-15 09:00:00,31,storage,52.0,68.0,56.1,382,212.9,2549,246.5,2,2,0
server_487,2025-01-15 10:00:00,33,storage,69.0,73.2,58.5,450,522.8,3380,257.1,1,2,0
server_351,2025-01-15 11:00:00,20,web,62.6,48.5,79.1,402,431.4,3008,255.5,0,0,0
server_188,2025-01-15 12:00:00,19,storage,65.8,43.0,70.4,401,401.1,3284,214.2,0,0,1
server_415,2025-01-15 13:00:00,53,database,55.2,72.4,57.5,383,239.3,2948,252.9,2,0,0
server_255,2025-01-15 14:00:00,19,compute,61.6,43.0,75.0,637,317.3,3326,285.2,3,0,0
server_221,2025-01-15 15:00:00,8,web,91.2,95.2,90.6,634,326.8,2079,143.3,27,14,1
server_371,2025-01-15 16:00:00,55,compute,66.8,42.9,51.5,680,271.0,3124,277.2,4,2,1
server_240,2025-01-15 17:00:00,34,database,54.4,45.8,51.0,723,301.6,3013,292.5,0,0,0
server_268,2025-01-15 18:00:00,59,web,43.8,22.9,92.4,427,473.3,3156,233.0,2,1,0
server_000,2025-01-15 19:00:00,11,storage,39.0,20.0,56.4,186,230.1,3579,183.0,2,1,0
server_033,2025-01-15 20:00:00,54,storage,68.3,64.6,50.4,894,345.7,3332,295.0,1,1,0
server_445,2025-01-15 21:00:00,28,database,58.8,79.5,57.7,50,243.6,3197,314.4,4,0,0
server_078,2025-01-15 22:00:00,33,web,59.4,47.1,76.1,432,142.6,2835,194.0,1,0,0
server_235,2025-01-15 23:00:00,19,compute,66.9,41.7,70.8,215,406.1,2814,241.5,0,3,0
server_333,2025-01-16 00:00:00,19,web,41.8,65.5,58.1,581,340.4,2777,200.8,1,1,0
server_376,2025-01-16 01:00:00,25,storage,52.1,51.7,69.2,309,398.4,2630,218.8,0,1,0
server_348,2025-01-16 02:00:00,18,web,53.1,5.0,63.8,726,204.2,3254,247.6,1,1,0
server_097,2025-01-16 03:00:00,32,web,87.4,92.9,89.8,546,237.8,2014,296.4,26,9,1
server_081,2025-01-16 04:00:00,40,storage,49.5,18.3,55.5,802,339.4,3106,280.7,1,1,0
server_454,2025-01-16 05:00:00,50,storage,45.4,44.8,62.2,520,377.3,2514,257.0,2,0,0
server_476,2025-01-16 06:00:00,7,compute,45.3,36.2,53.8,732,419.3,2773,360.4,1,0,0
server_414,2025-01-16 07:00:00,46,web,64.2,32.2,61.1,283,289.9,2962,185.0,3,1,0
server_191,2025-01-16 08:00:00,50,storage,49.1,45.9,59.3,697,350.4,2646,221.6,1,0,0
server_252,2025-01-16 09:00:00,45,database,50.6,62.9,38.2,473,478.8,2650,255.3,1,0,0
server_408,2025-01-16 10:00:00,53,storage,60.1,45.6,52.1,548,261.7,2712,234.4,5,1,0
server_037,2025-01-16 11:00:00,29,compute,49.4,73.2,56.1,686,328.1,3152,239.7,2,0,0
server_013,2025-01-16 12:00:00,34,compute,41.4,75.7,87.9,577,285.4,2242,293.2,1,1,0
server_391,2025-01-16 13:00:00,8,database,42.3,75.5,57.6,342,321.0,2949,205.8,1,1,0
server_346,2025-01-16 14:00:00,50,compute,54.5,43.9,64.1,402,438.6,3456,338.8,1,1,0
server_309,2025-01-16 15:00:00,9,web,59.0,35.4,92.3,288,240.5,3319,204.4,0,0,0
server_385,2025-01-16 16:00:00,55,compute,53.4,44.3,36.3,643,215.8,3337,213.0,1,0,0
server_208,2025-01-16 17:00:00,7,database,58.4,67.5,37.0,431,387.6,2895,306.9,1,3,0
server_356,2025-01-16 18:00:00,25,compute,42.1,66.3,48.3,410,451.0,3584,310.7,2,1,0
server_461,2025-01-16 19:00:00,59,database,42.6,5.0,55.0,541,154.2,2829,233.8,4,1,0
server_088,2025-01-16 20:00:00,58,compute,73.0,51.1,56.5,453,266.2,3135,312.2,2,1,0
server_055,2025-01-16 21:00:00,20,storage,64.9,5.0,52.3,734,331.5,3158,204.6,2,0,0
server_093,2025-01-16 22:00:00,54,database,61.2,44.6,41.5,657,304.5,2671,154.6,0,1,0
server_092,2025-01-16 23:00:00,37,compute,49.7,34.4,74.6,645,313.9,2410,299.5,3,0,0
server_339,2025-01-17 00:00:00,47,web,53.1,28.3,53.2,417,306.8,3264,174.4,1,1,0
server_084,2025-01-17 01:00:00,6,database,55.0,62.0,77.8,642,226.6,2723,249.3,1,0,0
server_444,2025-01-17 02:00:00,43,database,88.7,94.7,97.8,601,43.9,2174,345.2,21,8,1
server_244,2025-01-17 03:00:00,40,compute,58.2,44.8,89.4,257,297.4,3120,202.7,4,2,0
server_021,2025-01-17 04:00:00,56,storage,59.2,26.4,35.0,451,277.3,2993,185.3,1,2,1
server_290,2025-01-17 05:00:00,12,storage,53.7,46.5,59.8,466,150.5,3203,202.3,1,1,0
server_484,2025-01-17 06:00:00,50,compute,61.3,64.2,45.0,799,232.0,3140,188.6,3,1,0
server_271,2025-01-17 07:00:00,18,compute,57.4,27.4,60.5,416,389.1,3162,194.7,1,1,0
server_305,2025-01-17 08:00:00,54,web,55.4,57.8,45.3,596,280.4,3112,173.1,2,0,0
server_121,2025-01-17 09:00:00,6,compute,49.1,46.1,27.8,760,318.7,2564,298.6,0,1,0
server_127,2025-01-17 10:00:00,19,database,54.1,45.9,48.3,315,193.0,3008,165.9,1,0,0
server_112,2025-01-17 11:00:00,34,compute,46.4,38.0,83.9,556,359.4,3144,282.6,3,0,0
server_426,2025-01-17 12:00:00,8,web,90.4,91.1,90.9,906,522.4,2211,167.5,25,11,1
server_272,2025-01-17 13:00:00,51,compute,91.9,92.4,97.4,186,352.3,1874,257.6,18,10,1
server_335,2025-01-17 14:00:00,29,compute,35.8,42.3,60.1,379,343.8,2947,294.4,2,1,0
server_441,2025-01-17 15:00:00,6,database,53.2,49.1,53.2,555,325.2,3201,248.2,1,2,0
server_129,2025-01-17 16:00:00,53,storage,45.6,59.9,90.7,573,234.0,2797,189.3,1,3,1
server_131,2025-01-17 17:00:00,15,compute,59.0,55.8,55.3,531,396.0,3425,247.7,4,2,0
server_084,2025-01-17 18:00:00,18,web,60.1,38.9,62.5,609,287.8,2974,223.1,2,3,0
server_422,2025-01-17 19:00:00,41,compute,51.6,68.3,61.3,752,472.4,2930,240.6,2,0,0
server_481,2025-01-17 20:00:00,14,compute,59.4,62.3,83.6,511,478.7,2568,185.5,1,0,0
server_349,2025-01-17 21:00:00,19,database,59.7,87.2,37.5,485,246.2,2860,268.0,2,1,0
server_389,2025-01-17 22:00:00,41,storage,53.2,13.6,93.7,619,376.6,2975,236.1,1,1,0
server_080,2025-01-17 23:00:00,15,storage,67.3,59.0,82.8,898,241.2,3518,288.1,1,0,0
server_486,2025-01-18 00:00:00,45,storage,87.1,98.9,94.9,620,416.3,2130,301.8,27,8,1
server_472,2025-01-18 01:00:00,28,compute,66.8,65.1,69.3,708,211.9,2978,267.4,2,1,0
server_324,2025-01-18 02:00:00,40,database,90.6,96.8,88.7,185,323.7,2203,233.9,21,14,1
server_068,2025-01-18 03:00:00,12,database,48.3,17.7,62.3,464,351.9,2751,211.5,2,0,0
server_147,2025-01-18 04:00:00,47,compute,52.2,75.8,66.3,257,377.0,2856,206.4,3,0,0
server_447,2025-01-18 05:00:00,40,database,46.2,35.4,46.4,503,197.8,3388,266.6,1,0,0
server_015,2025-01-18 06:00:00,7,storage,61.3,39.1,82.8,785,345.6,2547,275.9,3,1,0
server_306,2025-01-18 07:00:00,20,database,42.2,86.3,63.4,242,321.5,2793,243.3,5,1,0
server_104,2025-01-18 08:00:00,14,compute,66.1,19.5,62.1,847,186.5,3110,249.3,0,1,0
server_164,2025-01-18 09:00:00,52,compute,47.5,61.4,47.0,499,415.6,3118,180.7,2,1,0
server_487,2025-01-18 10:00:00,22,web,61.7,29.9,77.5,679,460.7,3790,257.2,4,0,0
server_200,2025-01-18 11:00:00,44,web,92.9,97.8,90.6,706,306.0,2298,226.9,18,10,1
server_196,2025-01-18 12:00:00,57,database,57.2,48.4,52.1,899,286.7,2821,308.0,0,1,0
server_425,2025-01-18 13:00:00,23,database,50.3,58.5,43.7,616,263.3,2872,266.1,3,2,0
server_184,2025-01-18 14:00:00,20,compute,57.8,64.0,57.6,326,553.4,3339,234.8,1,3,0
server_321,2025-01-18 15:00:00,23,web,56.1,66.6,42.5,702,393.9,2795,269.7,0,0,0
server_264,2025-01-18 16:00:00,29,web,43.3,30.9,65.2,50,228.5,2942,343.9,5,1,0
server_362,2025-01-18 17:00:00,28,storage,47.3,22.1,71.6,319,140.8,3275,293.6,1,0,0
server_099,2025-01-18 18:00:00,17,storage,50.7,38.1,54.1,384,257.3,2908,221.5,1,1,0
server_341,2025-01-18 19:00:00,28,compute,49.0,51.9,63.5,79,258.0,3178,275.5,1,1,0
server_319,2025-01-18 20:00:00,26,compute,65.0,40.9,78.3,837,325.5,2542,395.0,3,1,0
server_213,2025-01-18 21:00:00,31,compute,55.1,5.0,57.4,766,304.5,2700,293.8,1,3,0
server_277,2025-01-18 22:00:00,13,compute,86.2,95.0,91.9,590,414.5,2004,243.7,20,11,1
server_161,2025-01-18 23:00:00,35,web,51.1,40.2,60.1,696,29.2,2569,312.2,1,0,0
server_438,2025-01-19 00:00:00,39,compute,51.0,62.1,53.4,573,353.8,2661,160.2,2,2,0
server_156,2025-01-19 01:00:00,7,compute,52.7,26.9,54.7,673,389.4,2807,197.5,5,1,0
server_421,2025-01-19 02:00:00,10,web,46.4,59.7,48.5,752,120.3,3635,155.9,3,0,0
server_250,2025-01-19 03:00:00,36,storage,48.5,15.1,66.4,211,213.3,3119,170.9,4,1,0
server_365,2025-01-19 04:00:00,38,compute,61.1,50.1,58.9,683,251.6,3248,250.7,1,0,0
server_096,2025-01-19 05:00:00,59,storage,56.5,50.3,69.0,726,350.6,3203,181.1,4,1,0
server_017,2025-01-19 06:00:00,9,web,53.8,54.4,75.3,382,258.6,2318,199.7,0,0,0
server_326,2025-01-19 07:00:00,11,storage,55.0,24.8,44.2,454,296.6,3038,164.2,2,0,0
server_448,2025-01-19 08:00:00,28,web,54.6,14.0,47.4,345,221.2,2843,273.2,2,1,0
server_382,2025-01-19 09:00:00,50,compute,88.1,91.2,95.5,562,306.4,1908,188.7,29,11,1
server_096,2025-01-19 10:00:00,24,storage,59.1,14.5,56.2,578,236.9,3137,293.6,1,1,0
server_000,2025-01-19 11:00:00,48,compute,58.5,29.6,61.2,539,212.2,2449,243.1,2,0,0
server_215,2025-01-19 12:00:00,50,database,42.4,72.8,61.3,347,314.1,2995,319.8,3,1,0
server_131,2025-01-19 13:00:00,13,database,53.9,48.4,45.8,774,386.4,2909,232.1,4,1,0
server_259,2025-01-19 14:00:00,44,storage,43.0,52.4,67.6,384,326.2,2734,293.4,4,1,0
server_124,2025-01-19 15:00:00,18,web,60.1,57.5,63.7,611,277.5,3289,260.3,1,1,0
server_081,2025-01-19 16:00:00,6,storage,84.6,93.7,93.6,658,400.9,2070,280.4,26,8,1
server_282,2025-01-19 17:00:00,11,web,50.1,44.6,57.5,158,254.1,3067,297.4,1,0,0
server_170,2025-01-19 18:00:00,12,database,54.1,27.0,58.4,567,292.0,3204,259.2,3,2,0
server_058,2025-01-19 19:00:00,53,web,38.1,98.7,71.2,751,417.0,3245,269.0,0,1,1
server_031,2025-01-19 20:00:00,32,database,62.8,39.1,77.6,497,256.9,3034,278.1,2,1,0
server_160,2025-01-19 21:00:00,20,storage,60.7,51.6,59.9,680,245.9,2731,169.4,3,2,0
server_283,2025-01-19 22:00:00,57,compute,64.2,53.8,34.8,364,374.4,2970,268.5,4,0,1
server_105,2025-01-19 23:00:00,39,compute,66.9,34.3,70.9,711,200.2,3228,291.9,1,2,1
server_104,2025-01-20 00:00:00,28,compute,45.2,36.5,93.0,273,420.1,2817,245.9,1,2,0
server_438,2025-01-20 01:00:00,53,web,62.1,74.8,70.8,496,106.2,3140,182.3,4,0,0
server_227,2025-01-20 02:00:00,54,compute,66.8,30.2,55.9,747,307.5,2807,275.0,4,1,0
server_187,2025-01-20 03:00:00,29,web,43.0,53.2,66.0,736,234.9,3245,179.9,1,0,0
server_069,2025-01-20 04:00:00,20,compute,53.6,62.9,72.0,240,334.0,2975,165.9,1,0,0
server_317,2025-01-20 05:00:00,40,web,52.1,40.7,61.7,457,446.4,2682,308.2,4,0,0
server_463,2025-01-20 06:00:00,9,web,61.8,43.1,79.7,380,184.3,3782,276.1,4,0,0
server_289,2025-01-20 07:00:00,49,database,35.8,64.1,43.0,736,159.5,3042,210.0,4,1,0
server_086,2025-01-20 08:00:00,42,database,69.5,42.3,53.9,485,415.0,2246,271.2,1,0,1
server_369,2025-01-20 09:00:00,22,storage,54.1,5.0,66.9,530,277.0,2722,240.1,3,0,0
server_361,2025-01-20 10:00:00,36,database,62.3,75.1,70.5,596,291.7,3409,290.3,0,2,0
server_471,2025-01-20 11:00:00,43,web,54.5,25.5,51.8,257,273.4,3249,402.7,1,0,0
server_055,2025-01-20 12:00:00,15,database,58.9,49.3,53.2,560,263.7,3365,205.7,4,2,0
server_112,2025-01-20 13:00:00,59,database,36.4,18.6,50.0,298,208.8,2898,232.4,1,3,0
server_012,2025-01-20 14:00:00,55,database,51.9,34.8,48.8,402,275.7,3239,191.0,0,0,0
server_439,2025-01-20 15:00:00,32,web,61.8,36.3,67.8,411,215.7,2918,302.3,4,2,0
server_017,2025-01-20 16:00:00,47,web,57.3,48.5,59.4,597,400.1,3105,238.5,4,2,0
server_181,2025-01-20 17:00:00,11,storage,41.9,27.5,79.5,341,244.7,2613,238.9,0,2,0
server_460,2025-01-20 18:00:00,11,database,55.5,84.7,43.6,405,431.1,2920,228.7,1,0,0
server_112,2025-01-20 19:00:00,57,database,84.7,95.8,90.1,565,366.9,2210,220.8,20,13,1
server_228,2025-01-20 20:00:00,20,web,47.8,62.6,71.0,777,199.8,2967,223.8,1,1,0
server_170,2025-01-20 21:00:00,9,storage,42.8,44.8,65.2,588,193.7,2739,230.6,1,0,0
server_294,2025-01-20 22:00:00,53,storage,59.9,64.9,43.5,726,277.9,3059,289.3,1,0,0
server_188,2025-01-20 23:00:00,59,web,63.9,5.0,77.3,75,226.8,2666,296.5,2,0,0
server_425,2025-01-21 00:00:00,45,database,87.9,92.9,90.9,787,226.1,2062,257.8,21,11,1
server_464,2025-01-21 01:00:00,12,storage,43.2,34.6,88.8,329,384.0,3938,322.1,1,0,0
server_078,2025-01-21 02:00:00,56,storage,61.1,34.4,58.0,378,327.4,2943,281.4,1,3,0
server_145,2025-01-21 03:00:00,54,database,61.7,55.4,77.4,888,423.0,2817,218.6,1,1,0
server_406,2025-01-21 04:00:00,58,storage,50.4,56.7,54.6,534,192.8,3033,293.8,2,1,0
server_181,2025-01-21 05:00:00,50,database,47.7,43.5,56.5,350,116.7,2091,296.8,1,1,0
server_498,2025-01-21 06:00:00,52,storage,82.1,93.3,88.4,378,226.9,1872,258.6,28,8,1
server_285,2025-01-21 07:00:00,31,storage,50.8,93.8,34.5,223,407.7,2980,235.9,3,1,0
server_249,2025-01-21 08:00:00,36,web,56.6,51.5,29.7,503,237.3,3059,182.6,3,0,0
server_353,2025-01-21 09:00:00,7,storage,65.9,5.0,49.8,433,463.7,3318,226.4,2,2,0
server_313,2025-01-21 10:00:00,33,database,63.8,60.4,40.5,634,246.7,3118,157.3,1,1,0
server_195,2025-01-21 11:00:00,47,storage,83.5,91.4,90.4,844,358.4,1862,232.3,21,10,1
server_322,2025-01-21 12:00:00,18,web,48.7,68.2,71.1,249,297.4,2435,252.4,2,0,0
server_070,2025-01-21 13:00:00,23,storage,65.4,57.0,48.1,619,104.0,3301,304.3,4,1,0
server_247,2025-01-21 14:00:00,35,compute,49.2,26.9,54.8,193,234.0,2816,223.6,3,1,0
server_145,2025-01-21 15:00:00,16,database,54.5,62.8,62.1,587,348.0,3087,262.6,0,1,0
server_105,2025-01-21 16:00:00,18,compute,41.4,47.0,67.6,265,295.3,3451,307.1,2,1,0
server_262,2025-01-21 17:00:00,56,web,64.2,65.9,64.2,231,256.2,3083,193.1,4,1,0
server_295,2025-01-21 18:00:00,29,compute,39.7,76.0,63.0,1010,283.1,2535,278.3,2,2,0
server_069,2025-01-21 19:00:00,34,storage,41.9,42.6,67.0,930,315.1,3098,167.1,2,1,0
server_469,2025-01-21 20:00:00,59,database,63.4,62.5,52.5,358,27.8,2926,202.3,1,1,0
server_192,2025-01-21 21:00:00,10,compute,70.4,65.7,49.3,880,244.2,2579,207.0,3,2,0
server_067,2025-01-21 22:00:00,40,storage,52.7,48.2,25.2,492,219.1,3290,215.4,1,2,0
server_493,2025-01-21 23:00:00,24,compute,54.6,84.2,69.6,226,369.2,3104,214.2,3,1,0
server_304,2025-01-22 00:00:00,18,storage,62.3,65.9,49.7,630,375.8,3572,267.0,2,0,0
server_051,2025-01-22 01:00:00,10,storage,85.9,91.8,91.5,690,317.0,2264,239.6,17,9,1
server_369,2025-01-22 02:00:00,49,compute,52.0,50.2,71.1,650,311.3,2786,198.3,1,1,0
server_362,2025-01-22 03:00:00,19,web,51.1,62.2,74.3,162,98.8,3107,174.0,3,0,0
server_284,2025-01-22 04:00:00,43,database,42.5,83.4,70.6,271,209.1,2914,283.9,1,3,0
server_404,2025-01-22 05:00:00,27,web,56.9,57.4,68.0,687,264.7,3387,297.9,0,1,0
server_473,2025-01-22 06:00:00,14,compute,54.3,50.8,67.1,270,289.1,3031,249.5,3,0,0
server_333,2025-01-22 07:00:00,54,storage,51.5,70.3,68.5,704,299.5,2805,110.1,2,0,0
server_008,2025-01-22 08:00:00,45,compute,47.0,40.6,62.6,427,105.2,3060,224.5,4,0,0
server_250,2025-01-22 09:00:00,31,storage,47.8,25.2,50.8,171,397.5,3095,216.0,2,1,0
server_430,2025-01-22 10:00:00,50,storage,59.9,59.1,42.3,236,197.7,3067,224.1,2,1,0
server_331,2025-01-22 11:00:00,10,web,62.1,37.4,66.3,591,73.3,2915,315.7,0,1,0
server_297,2025-01-22 12:00:00,34,web,52.4,99.3,79.4,600,378.3,3028,283.6,3,1,0
server_434,2025-01-22 13:00:00,59,compute,51.5,50.1,58.1,812,208.8,2831,289.6,0,0,0
server_183,2025-01-22 14:00:00,27,database,48.2,59.2,62.3,504,369.2,3073,303.0,2,2,0
server_178,2025-01-22 15:00:00,54,web,62.5,32.4,40.2,460,125.6,2724,230.2,1,1,0
server_197,2025-01-22 16:00:00,8,storage,55.2,70.3,53.2,860,259.5,2765,233.1,1,2,0
server_127,2025-01-22 17:00:00,33,compute,57.9,44.5,41.6,332,203.6,3589,254.2,2,2,0
server_019,2025-01-22 18:00:00,43,compute,57.9,42.5,42.6,443,339.3,2844,221.5,2,1,0
server_471,2025-01-22 19:00:00,19,database,52.5,43.0,61.5,595,211.0,3119,220.5,1,0,0
server_410,2025-01-22 20:00:00,52,compute,45.7,19.2,59.1,321,339.3,2513,292.1,1,1,0
server_421,2025-01-22 21:00:00,19,web,86.7,92.5,92.2,589,257.7,2133,279.1,20,11,1
server_327,2025-01-22 22:00:00,48,storage,64.0,55.9,71.5,501,234.2,3267,146.0,1,2,0
server_064,2025-01-22 23:00:00,16,compute,49.2,14.1,46.9,727,389.9,3117,240.5,3,2,0
server_181,2025-01-23 00:00:00,14,compute,51.7,65.4,31.0,416,495.4,2508,308.8,3,2,0
server_240,2025-01-23 01:00:00,43,storage,45.9,39.6,45.8,372,263.5,2806,289.2,2,1,0
server_368,2025-01-23 02:00:00,52,compute,45.3,49.9,49.3,884,222.6,3281,255.5,1,1,0
server_023,2025-01-23 03:00:00,49,compute,48.8,5.0,68.3,670,286.1,2655,326.5,1,0,0
server_383,2025-01-23 04:00:00,11,database,68.5,49.5,69.2,717,310.8,3150,229.6,4,0,0
server_430,2025-01-23 05:00:00,6,web,60.3,24.1,59.3,667,120.6,3075,238.1,3,1,0
server_454,2025-01-23 06:00:00,30,compute,50.8,38.0,71.1,365,198.6,2508,146.9,5,1,0
server_082,2025-01-23 07:00:00,21,web,63.7,13.7,98.4,308,149.4,3214,249.4,3,1,0
server_469,2025-01-23 08:00:00,57,database,53.8,27.4,58.2,310,184.8,3231,343.5,3,2,0
server_318,2025-01-23 09:00:00,20,web,65.8,41.7,56.5,385,445.2,2973,249.4,3,1,0
server_184,2025-01-23 10:00:00,39,database,72.7,39.6,47.4,740,71.3,3081,260.5,1,0,0
server_438,2025-01-23 11:00:00,22,web,63.2,62.7,64.8,495,337.3,2781,241.0,4,0,0
server_315,2025-01-23 12:00:00,8,web,55.8,7.6,77.1,688,263.0,2922,272.7,0,2,0
server_098,2025-01-23 13:00:00,8,compute,60.6,44.0,52.5,665,324.3,3062,216.9,2,0,0
server_061,2025-01-23 14:00:00,42,web,55.1,43.0,54.1,820,183.1,3311,339.0,2,2,0
server_285,2025-01-23 15:00:00,22,compute,40.3,35.8,52.2,660,254.0,3138,304.4,2,3,0
server_476,2025-01-23 16:00:00,54,compute,49.8,26.7,42.7,543,422.4,2880,285.4,0,2,0
server_021,2025-01-23 17:00:00,57,web,86.1,95.3,88.2,240,254.6,1863,308.6,21,8,1
server_458,2025-01-23 18:00:00,43,compute,87.2,92.8,95.3,888,441.0,1929,248.5,29,10,1
server_211,2025-01-23 19:00:00,6,web,69.3,10.7,59.4,713,27.5,2930,216.8,2,0,0
server_125,2025-01-23 20:00:00,12,storage,64.0,26.5,87.6,585,353.9,2994,268.5,0,0,0
server_412,2025-01-23 21:00:00,31,compute,58.5,24.9,66.0,543,304.2,2204,309.8,2,0,0
server_498,2025-01-23 22:00:00,52,storage,87.5,88.5,92.7,144,156.2,2266,235.9,18,13,1
server_424,2025-01-23 23:00:00,44,storage,39.9,70.1,69.5,584,391.6,3520,235.1,3,0,0
server_041,2025-01-24 00:00:00,24,compute,87.3,93.9,96.1,394,225.1,2283,255.9,21,8,1
server_097,2025-01-24 01:00:00,57,database,91.0,95.2,90.6,172,323.1,2011,151.1,25,13,1
server_448,2025-01-24 02:00:00,59,database,37.1,45.3,57.4,403,201.3,3136,198.2,3,0,0
server_030,2025-01-24 03:00:00,35,storage,61.1,38.6,55.7,548,249.0,3107,221.3,0,1,0
server_157,2025-01-24 04:00:00,48,storage,43.6,59.8,64.0,575,370.5,3044,308.9,1,1,0
server_111,2025-01-24 05:00:00,19,web,39.2,62.2,91.7,264,535.2,3356,270.4,3,3,0
server_401,2025-01-24 06:00:00,18,storage,65.6,56.8,54.5,228,210.2,3154,197.6,1,2,0
server_246,2025-01-24 07:00:00,25,compute,46.9,5.0,61.3,439,424.9,2481,266.9,4,2,0
server_121,2025-01-24 08:00:00,31,database,49.3,45.3,63.5,614,434.0,2791,255.1,3,0,0
server_272,2025-01-24 09:00:00,32,database,62.9,41.3,52.3,341,363.8,2821,224.4,3,0,0
server_293,2025-01-24 10:00:00,30,database,87.4,97.7,95.8,411,376.7,1887,219.2,17,12,1
server_397,2025-01-24 11:00:00,14,compute,53.6,49.8,74.9,538,229.3,3035,368.4,4,1,0
server_470,2025-01-24 12:00:00,46,web,53.4,56.1,52.3,336,203.1,3409,161.0,1,3,0
server_472,2025-01-24 13:00:00,53,compute,57.8,35.1,46.7,99,252.7,2935,222.2,1,1,0
server_206,2025-01-24 14:00:00,17,compute,53.2,63.8,86.7,562,326.7,3102,290.7,3,1,0
server_109,2025-01-24 15:00:00,15,database,55.9,69.7,41.9,151,269.9,3018,206.6,2,0,0
server_439,2025-01-24 16:00:00,11,compute,51.0,12.5,73.3,566,225.3,2844,222.6,2,0,0
server_277,2025-01-24 17:00:00,55,storage,57.8,19.1,57.0,456,229.7,2726,190.7,3,1,0
server_450,2025-01-24 18:00:00,39,compute,83.3,88.3,90.3,454,269.6,1824,262.6,17,12,1
server_055,2025-01-24 19:00:00,57,database,70.2,41.6,54.3,279,386.0,2766,268.3,4,1,0
server_374,2025-01-24 20:00:00,46,database,51.9,65.6,56.6,434,192.1,3043,195.9,3,1,1
server_402,2025-01-24 21:00:00,24,compute,53.5,49.8,35.5,324,356.6,2871,322.2,2,0,0
server_056,2025-01-24 22:00:00,11,storage,56.9,58.9,66.4,1070,352.5,3248,201.8,2,1,0
server_427,2025-01-24 23:00:00,7,storage,62.7,30.1,64.9,339,247.8,2757,272.8,2,0,0
server_481,2025-01-25 00:00:00,20,database,46.3,51.8,54.8,708,329.6,2969,185.8,2,0,0
server_290,2025-01-25 01:00:00,22,storage,55.8,51.9,67.1,387,418.6,2913,277.7,4,0,0
server_113,2025-01-25 02:00:00,21,storage,35.0,31.2,63.1,549,267.6,2891,275.8,2,1,0
server_380,2025-01-25 03:00:00,33,web,52.8,65.0,79.4,502,222.8,3241,213.5,3,0,0
server_384,2025-01-25 04:00:00,26,web,63.6,7.1,43.8,467,203.8,2478,268.9,5,2,0
server_307,2025-01-25 05:00:00,13,storage,49.2,49.2,55.6,461,215.5,2435,267.3,0,0,0
server_340,2025-01-25 06:00:00,15,storage,56.4,19.1,75.0,549,379.1,2903,238.6,2,1,0
server_476,2025-01-25 07:00:00,15,web,50.8,24.6,68.1,775,294.3,3580,291.4,2,2,0
server_197,2025-01-25 08:00:00,55,web,48.1,64.7,25.5,274,139.8,3106,205.5,4,1,0
server_420,2025-01-25 09:00:00,15,web,83.9,96.0,95.2,146,425.5,1835,312.0,25,10,1
server_320,2025-01-25 10:00:00,14,database,46.6,22.2,60.0,334,281.9,3322,277.2,1,1,0
server_178,2025-01-25 11:00:00,33,database,57.3,56.6,84.6,526,348.0,2578,186.3,3,0,0
server_384,2025-01-25 12:00:00,29,web,85.5,92.2,91.4,441,360.2,1813,277.8,20,9,1
server_218,2025-01-25 13:00:00,24,web,48.2,65.4,69.7,808,216.6,2737,239.3,1,2,0
server_276,2025-01-25 14:00:00,38,web,84.3,92.5,97.3,784,177.0,1931,220.8,23,14,1
server_436,2025-01-25 15:00:00,9,database,47.5,29.4,68.7,409,203.3,2492,288.4,1,2,0
